results/title,results/features/0/genre_ids,results/features/0/production_companies/0,results/features/0/release_date,results/features/0/vote_average,results/features/0/vote_count,results/features/0/budget,results/features/0/star_popularity,,labels
White Boy Rick,80,77863,14/09/2018,6.3,751,29000000,1.116,,FALSE
Velvet Buzzsaw,53,106435,01/02/2019,5.3,1533,21000000,14.076,,FALSE
High Life,878,856,26/09/2018,5.8,775,8933400,9.163,,FALSE
Radio Days,35,41,30/01/1987,7.1,394,16000000,3.099,,FALSE
Dance with the Devil,28,9335,31/10/1997,6.4,134,7552917,4.41,,FALSE
Cocoon,35,396,21/06/1985,6.6,937,17500000,7.357,,TRUE
Armored,28,3287,04/12/2009,5.7,503,20000000,2.638,,TRUE
Drugstore Cowboy,18,251,20/10/1989,7.2,359,2500000,7.041,,TRUE
Holmes & Watson,9648,54634,25/12/2018,4.4,612,42000000,8.111,,FALSE
Fast Five,28,333,20/04/2011,7.2,6410,125000000,24.857,,TRUE
Central Station,18,393,20/11/1998,8.2,620,2900000,0.696,,TRUE
Where the Heart Is,35,32803,27/04/2000,7.1,526,15000000,9.743,,TRUE
High Crimes,18,966,05/04/2002,6.3,561,42000000,8.505,,TRUE
Spiders,878,1020,08/02/2013,4.5,112,7000000,1.763,,FALSE
Death Race 2000,28,1950,27/04/1975,6.1,323,300000,4.133,,TRUE
Brewster's Millions,35,1885,22/05/1985,6.6,411,20000000,3.178,,TRUE
Wild Things 2,80,559,19/02/2004,5.1,126,2800000,10.482,,FALSE
Katyn,18,11240,21/09/2007,6.8,159,5600000,0.84,,TRUE
Soldier,878,248,23/10/1998,6.3,594,75000000,9.836,,FALSE
The Vikings,28,1704,11/06/1958,7.1,208,5000000,3.277,,FALSE
Cutie Honey,28,78657,29/05/2004,6.5,45,4300000,1.529,,FALSE
Black Snow,9648,8046,19/01/2017,6.2,156,4000000,2.622,,FALSE
The Act of Killing,99,29062,31/08/2012,7.8,508,1000000,0.694,,FALSE
Death Wish II,28,13549,20/02/1982,6.3,308,2000000,11.517,,TRUE
Cries and Whispers,18,7445,21/12/1972,8,482,400000,2.235,,FALSE
The Walk,12,559,30/09/2015,7,2638,35000000,7.419,,TRUE
Life Itself,18,7493,21/09/2018,7.2,377,10000000,14.261,,FALSE
Savage Grace,18,860,18/05/2007,5.7,139,4600000,16.268,,FALSE
Once Upon a Time in Bethlehem,35,120216,12/12/2019,6.1,364,6000000,1.4,,FALSE
Police Academy 6: City Under Siege,35,174,09/03/1989,5.1,597,15000000,0.97,,TRUE
Scarecrow,27,1063,05/10/2013,4.3,47,2000000,7.174,,FALSE
The Black Dahlia,18,4700,15/09/2006,5.7,825,50000000,10.966,,FALSE
Gotti,80,76991,14/06/2018,5.3,472,10000000,8.033,,FALSE
The Secrets We Keep,53,110799,16/09/2020,6.1,145,7200000,16.519,,FALSE
Arena,28,2090,11/10/2011,5.3,212,10000000,6.833,,FALSE
Air Buddies,12,31015,12/12/2006,5.9,238,9000000,8.457,,FALSE
Hit & Run,28,10424,22/08/2012,5.7,422,2000000,10.863,,TRUE
Jersey Girl,35,23022,25/03/2004,6.1,788,35000000,7.925,,TRUE
Nameless Gangster,80,89010,02/02/2012,6.9,117,125000,4.448,,FALSE
And So It Goes,35,97,20/07/2014,6.1,374,18000000,7.566,,TRUE
The Fury of a Patient Man,53,78370,09/09/2016,6.6,358,1200000,1.388,,TRUE
"See No Evil, Hear No Evil",80,559,12/05/1989,6.8,713,18000000,3.178,,TRUE
Mannequin Two: On the Move,14,1648,17/05/1991,5.9,110,13000000,6.551,,FALSE
The Man Who Killed Don Quixote,12,7680,19/05/2018,6.8,806,19116000,10.657,,FALSE
The Love Guru,35,4,20/06/2008,4.2,548,62000000,5.468,,FALSE
Ticks,27,13534,12/10/1993,5.4,103,2000000,1.375,,FALSE
The Triplets of Belleville,16,7488,11/06/2003,7.4,686,9500000,0.6,,TRUE
Derailed,18,435,11/11/2005,6.3,757,22000000,9.438,,TRUE
Mr. Church,18,82598,16/09/2016,7.3,341,8000000,6.975,,FALSE
Red River,37,60,26/08/1948,7.4,333,3000000,6.017,,TRUE
War Machine,35,81,26/05/2017,5.6,883,60000000,14.959,,FALSE
La Vie en Rose,10402,11942,14/02/2007,7.5,1259,25000000,8.782,,TRUE
Babysitting,35,46205,16/04/2014,6.8,1601,3400000,2.957,,TRUE
Red Corner,80,34998,30/10/1997,6.2,252,48000000,10.276,,FALSE
Trojan War,35,4793,26/09/1997,6.3,94,15000000,4.416,,FALSE
Serena,18,13649,12/10/2014,5.6,867,30000000,11.42,,FALSE
Hansel and Gretel Get Baked,27,11391,19/02/2013,5,163,4500000,7.461,,FALSE
The Rookie,28,171,18/01/1990,5.9,379,10000000,21.283,,TRUE
Sympathy for Mr. Vengeance,28,7036,29/03/2002,7.5,967,4000000,4.252,,FALSE
Malcolm X,18,4319,18/11/1992,7.5,1183,34000000,15.757,,TRUE
The Heir Apparent: Largo Winch,12,6750,17/12/2008,6.1,407,25412760,3.224,,FALSE
Godzilla vs. King Ghidorah,28,49301,14/12/1991,7,132,12000000,0.699,,FALSE
You Can't Take It with You,35,5,01/09/1938,7.5,250,1644736,1.188,,TRUE
Fullmetal Alchemist,28,10038,01/12/2017,5.3,405,10000000,0.901,,FALSE
The To Do List,35,787,24/07/2013,5.8,841,1500000,5.558,,TRUE
Third Person,18,7299,09/09/2013,5.9,485,28000000,19.304,,FALSE
Kelly's Heroes,12,3057,22/06/1970,7.4,500,4000000,21.283,,TRUE
The Big Year,35,290,13/10/2011,5.9,596,41000000,9.805,,FALSE
Tristan & Isolde,18,2981,07/04/2006,6.7,660,31000000,7.716,,FALSE
School for Scoundrels,35,7405,29/09/2006,5.4,262,20000000,8.134,,FALSE
Midnight Cowboy,18,1323,25/05/1969,7.5,929,3600000,5.143,,TRUE
Fools Rush In,35,5,14/02/1997,6.4,382,20000000,4.071,,TRUE
The Rising Hawk,28,93035,10/10/2019,6,68,2900000,23.49,,FALSE
Coneheads,35,4,23/07/1993,5.3,676,33000000,8.807,,FALSE
Class,35,41,22/07/1983,6,114,7000000,7.82,,TRUE
Welcome to the Punch,28,9015,15/03/2013,5.9,507,8500000,14.368,,FALSE
Oliver Twist,80,2979,23/09/2005,6.7,946,50000000,1.4,,FALSE
La Niña De La Mina,53,77205,24/06/2016,6,23,1200000,1.7,,FALSE
An American Haunting,27,22705,05/05/2005,5.6,352,14000000,6.491,,TRUE
Rebound,35,73956,01/07/2005,5.5,261,45000000,13.175,,FALSE
Gabriel,14,38622,15/11/2007,6,309,200000,1.4,,TRUE
All About My Mother,35,82,19/04/1999,7.7,1343,8272296,1.727,,TRUE
Ernest & Celestine,16,32853,12/12/2012,7.8,431,12516654,0.6,,FALSE
Friday Night Lights,18,23,08/10/2004,6.9,404,30000000,8.134,,TRUE
The Squid and the Whale,35,34,05/10/2005,7,678,1500000,6.461,,TRUE
Short Circuit 2,35,496,06/07/1988,6,430,10000000,2.282,,TRUE
Mission to Mars,878,22103,10/03/2000,6,1050,90000000,2.896,,FALSE
Be Cool,35,215,04/03/2005,5.4,690,53000000,8.033,,TRUE
Into the Grizzly Maze,28,3217,27/02/2015,5.3,198,10000000,11.913,,FALSE
The Red Violin,18,164,10/09/1998,7.5,289,18000000,0.6,,FALSE
Rollerball,28,507,08/02/2002,4,352,70000000,4.606,,FALSE
The Crow: City of Angels,28,7405,29/08/1996,5.5,366,13000000,1.639,,TRUE
The Seeker: The Dark Is Rising,12,2527,05/10/2007,5.4,313,45000000,9.631,,FALSE
I Saw the Light,10402,13240,05/02/2016,6.4,154,13000000,25.79,,FALSE
Lucid Dream,878,87426,22/02/2017,6.3,135,5000000,1.821,,FALSE
La Belle Époque,35,2951,06/11/2019,7.5,686,11000000,3.532,,TRUE
The 33,18,1088,06/08/2015,6.3,777,25000000,5.97,,FALSE
Rudy,18,559,17/09/1993,7.4,476,12000000,4.499,,TRUE
Keeping the Faith,35,158,14/04/2000,6.1,468,30000000,8.008,,TRUE
Flatliners,18,11565,28/09/2017,5.7,1924,19000000,11.708,,TRUE
Happily N'Ever After,12,1718,05/01/2007,4.9,344,47000000,6.14,,FALSE
Cop Land,28,14,15/08/1997,6.8,1089,15000000,16.218,,TRUE
Rumble Fish,28,33,20/10/1983,7.1,452,10000000,7.041,,FALSE
The Darjeeling Limited,12,43,07/09/2007,7.2,2641,16000000,23.511,,TRUE
The Rainmaker,18,4,18/11/1997,7,866,40000000,17.865,,TRUE
Vegas Vacation,35,2596,13/02/1997,6.1,452,25000000,5.639,,TRUE
Gallowwalkers,28,15948,27/10/2012,4.8,279,17000000,6.676,,FALSE
The Family Stone,35,711,15/12/2005,6.3,691,19000000,9.52,,TRUE
The Factory,80,1786,19/10/2011,5.7,222,25000000,6.398,,FALSE
Hero,18,5,02/10/1992,6.4,333,42000000,7.417,,FALSE
Peeping Tom,27,5256,16/05/1960,7.5,520,150000,0.6,,FALSE
A Conspiracy of Faith,80,118,03/03/2016,7,398,5210000,4.369,,TRUE
Good Burger,10751,4,25/07/1997,5.9,361,8500000,2.09,,TRUE
Erased,28,48191,23/08/2012,6,560,12000000,10.869,,FALSE
The Hundred-Foot Journey,18,56,06/08/2014,7.3,1127,22000000,8.297,,TRUE
Birdy,18,559,14/12/1984,7.1,346,12000000,2.02,,FALSE
The Magic Roundabout,16,126134,02/02/2005,5.4,129,20000000,1.174,,FALSE
Never Grow Old,37,17821,15/03/2019,6.1,143,12000000,5.564,,FALSE
Behind the Candelabra,18,2596,26/05/2013,6.7,608,23000000,7.566,,FALSE
Wendy,14,127929,28/02/2020,6.1,74,5000000,0.6,,FALSE
Confidential Assignment,28,7036,18/01/2017,6.9,60,8520000,6.478,,TRUE
Hollywood Homicide,28,497,09/06/2003,5.3,470,75000000,10.614,,FALSE
Employee of the Month,35,1632,06/10/2006,5.6,444,12000000,1.812,,TRUE
This Is Our Time,18,6427,01/03/2013,5.5,6,350000,2.066,,FALSE
Death Wish 4: The Crackdown,53,1444,11/06/1987,5.7,193,5000000,11.517,,TRUE
Whisper,80,33,27/11/2007,6.6,201,12000000,1.788,,FALSE
Equals,18,1645,15/07/2015,6.1,1151,16000000,10.002,,FALSE
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,35,2262,14/01/2013,4.1,85,3000000,2.218,,FALSE
The Greatest Game Ever Played,18,2,30/09/2005,7.2,326,25000000,9.026,,FALSE
Just Visiting,35,5330,06/04/2001,4.6,517,40000000,6.013,,FALSE
My King,18,11246,21/10/2015,7.2,593,10600000,7.263,,FALSE
Below,53,7503,11/08/2002,6.1,309,40000000,9.874,,FALSE
Harry and the Hendersons,35,56,05/06/1987,6.1,519,10000000,2.865,,TRUE
Dogma,14,16934,12/11/1999,6.9,1932,10000000,7.925,,TRUE
The Chronicles of Riddick,28,350,11/06/2004,6.5,3169,105000000,24.857,,TRUE
The Corruptor,28,12,12/03/1999,6.1,181,25000000,24.719,,FALSE
Blind Date,35,455,27/03/1987,6,336,18000000,10.265,,TRUE
The Holy Mountain,18,2437,29/11/1973,7.7,637,750000,3.118,,FALSE
Wings of Desire,18,6116,17/05/1987,7.8,896,2500000,2.496,,TRUE
The Machine,878,21621,25/04/2013,5.9,634,1500000,9.151,,FALSE
Dhoom,28,1569,27/08/2004,6.2,133,1500000,1.317,,TRUE
Manhunt,28,5552,19/11/2017,5.7,86,30000000,3.333,,FALSE
Emma,10749,14,02/08/1996,6.8,472,6000000,7.193,,TRUE
The Fountain,18,508,22/11/2006,6.9,2128,35000000,12.278,,FALSE
In Order of Disappearance,53,76,21/02/2014,6.9,415,4161012,10.327,,FALSE
The Long Kiss Goodnight,80,21920,11/10/1996,6.6,852,65000000,4.663,,TRUE
Rampart,80,22841,23/11/2011,5.5,267,12000000,20.036,,FALSE
Adaptation.,35,5,06/12/2002,7.4,1865,19000000,21.264,,TRUE
Fitzcarraldo,18,843,02/03/1982,7.6,506,7362000,7.235,,FALSE
Enter the Void,14,225,17/06/2009,7.4,1314,13000000,5.286,,FALSE
Urban Legend,27,559,25/09/1998,5.7,941,14000000,12.667,,TRUE
The Asphalt Jungle,80,21,12/05/1950,7.6,317,1232000,4.633,,FALSE
Mrs. Miniver,18,21,03/07/1942,7.1,169,1344000,1.007,,TRUE
Veronika Decides to Die,18,3887,16/05/2009,6,187,9000000,5.502,,FALSE
Diary of the Dead,14,3240,22/02/2008,5.6,560,2000000,3.775,,TRUE
Ghost Town,35,158,19/09/2008,6.5,735,20000000,3.121,,TRUE
Chaplin,18,5350,17/12/1992,7.5,748,31000000,20.481,,FALSE
Raising the Bar,10751,76563,09/03/2017,6.6,134,600000,3.357,,FALSE
Invasion of the Body Snatchers,27,4928,05/02/1956,7.5,711,417000,1.232,,TRUE
Transit,28,3608,20/04/2012,5.7,157,5000000,6.227,,FALSE
Air Bud: Spikes Back,35,2,01/07/2003,5.1,102,5000000,0.6,,FALSE
Glory,18,27349,15/12/1989,7.5,1143,18000000,5.769,,TRUE
The Golden Child,28,30,12/12/1986,5.9,812,25000000,6.975,,TRUE
Cat on a Hot Tin Roof,18,100,29/08/1958,7.7,548,3000000,3.837,,TRUE
The Farewell,35,188,12/07/2019,7.5,1021,250300,27.648,,TRUE
Quarantine 2: Terminal,27,22791,16/06/2011,5.7,414,4000000,5.99,,FALSE
Pumpkinhead,14,484,09/06/1988,6.3,300,3500000,12.46,,TRUE
About Schmidt,18,1565,12/12/2002,6.8,907,30000000,11.621,,TRUE
28 Days,35,5,06/04/2000,6.1,723,43000000,14.727,,FALSE
The Four Feathers,10752,4,08/09/2002,6.6,422,35000000,9.268,,FALSE
Shocker,27,17823,27/10/1989,5.5,288,5000000,1.602,,TRUE
Justin and the Knights of Valour,16,47,09/08/2013,5.9,243,22000000,5.228,,FALSE
The Great Raid,28,2253,12/08/2005,6.6,249,80000000,1.38,,FALSE
First They Killed My Father,10752,26255,18/02/2017,7.4,508,24000000,0.6,,FALSE
Cat People,27,33,02/04/1982,6,333,18000000,9.694,,FALSE
Last Man Standing,28,12,20/09/1996,6.3,629,67000000,23.315,,FALSE
Blood: The Last Vampire,28,3689,02/04/2009,5.7,261,30000000,19.237,,FALSE
Shattered Glass,18,44,14/11/2003,6.9,304,6000000,9.23,,FALSE
Garden State,35,43,28/07/2004,7.1,1403,2500000,4.415,,TRUE
Get on Up,18,27319,01/08/2014,6.7,406,30000000,7.847,,TRUE
Speak,18,102893,20/01/2004,6.8,333,1000000,22.187,,FALSE
Sniper 2,28,2876,28/12/2002,5.5,91,5000000,11.408,,FALSE
Stone,18,6572,07/10/2010,5.3,522,22000000,7.459,,FALSE
Selma,36,81,25/12/2014,7.4,1859,20000000,2.485,,TRUE
Why Did I Get Married Too?,35,35,02/04/2010,6.5,108,20000000,3.732,,TRUE
Warlock: The Armageddon,14,870,01/05/1993,5.2,98,3000000,2.728,,TRUE
The 51st State,53,1218,07/12/2001,6.1,431,27000000,22.614,,FALSE
Battle of the Sexes,35,43,22/09/2017,6.8,1496,25000000,17.303,,FALSE
"Tomorrow, When the War Began",28,2729,08/08/2010,6.2,407,27000000,3.966,,FALSE
Turkey Shoot,27,6205,25/03/1982,5.6,61,32000000,3.041,,FALSE
Beasts of No Nation,18,6735,11/09/2015,7.6,1342,6000000,0.6,,TRUE
Fatal Attraction,18,4,11/09/1987,6.8,1012,14000000,7.566,,TRUE
Caveat,27,155870,04/10/2020,6.8,55,350000,0.6,,FALSE
Airport 1975,28,33,18/10/1974,5.6,171,3000000,7.813,,TRUE
Deliverance,18,174,30/07/1972,7.3,1134,2000000,5.143,,TRUE
Devil in a Blue Dress,53,2510,15/09/1995,6.3,253,27000000,15.757,,FALSE
mid90s,18,22842,19/10/2018,7.5,1074,258158,3.529,,TRUE
The Great Race,12,174,01/07/1965,7.2,211,12000000,3.966,,TRUE
The Muppet Movie,10402,1155,31/05/1979,7.1,416,8000000,2.456,,TRUE
Manderlay,18,5975,16/05/2005,6.9,236,14200000,10.074,,FALSE
Assassination Games,28,8624,28/07/2011,6.2,284,8000000,17.56,,FALSE
Arizona Dream,14,582,06/01/1993,7.3,507,19000000,17.926,,FALSE
White Noise,18,55258,07/01/2005,5.6,629,10000000,11.396,,TRUE
The Piano,18,418,19/05/1993,7.4,1018,7000000,6.255,,TRUE
Bunraku,53,23398,01/09/2010,6,240,25000000,10.966,,FALSE
Beyond the Lights,10749,42321,14/11/2014,7,322,7000000,5.176,,TRUE
Cold War,18,20277,08/06/2018,7.5,1148,4954500,6.336,,TRUE
For Whom the Bell Tolls,18,4,12/07/1943,6.7,125,3000000,2.954,,TRUE
The Secret: Dare to Dream,18,100460,16/04/2020,7.4,398,21000000,3.767,,FALSE
Elle,18,83,25/05/2016,6.6,1454,9804690,3.821,,FALSE
The Wild Bunch,12,4051,17/06/1969,7.7,825,6244087,5.703,,FALSE
The Man from Earth,878,2741,10/06/2007,7.7,1713,200000,4.935,,FALSE
Rescue Dawn,12,21,09/09/2006,6.9,891,10000000,14.314,,FALSE
The Last King of Scotland,18,43,12/01/2006,7.5,1561,6000000,5.596,,TRUE
A Girl Walks Home Alone at Night,27,51192,19/01/2014,6.9,633,1000000,4.159,,FALSE
The Three Burials of Melquiades Estrada,12,6896,17/11/2005,7.1,445,15000000,11.806,,FALSE
Joe,18,20848,11/04/2014,6.5,731,4000000,21.264,,FALSE
Everybody Knows,18,779,09/05/2018,6.5,741,11318430,16.487,,TRUE
The Alamo,37,23,07/04/2004,5.9,242,145000000,7.718,,FALSE
Restless,18,5,16/09/2011,6.5,337,8000000,6.017,,FALSE
Cocoon: The Return,35,1865,13/09/1988,6.1,473,17500000,1.4,,TRUE
The Crimson Rivers,80,9,27/09/2000,6.9,1118,2365000,6.013,,FALSE
Graveyard Shift,27,4,26/10/1990,5.2,165,10500000,1.886,,TRUE
Rust and Bone,18,729,17/05/2012,7.2,1083,15400000,8.782,,TRUE
Blue Valentine,18,11338,16/12/2010,6.9,2519,1000000,4.966,,TRUE
The Countess,18,1817,25/06/2009,5.9,113,8500000,8.46,,FALSE
The Spirit,28,429,25/12/2008,4.7,761,60000000,3.68,,FALSE
Single White Female,53,5,14/08/1992,6.4,431,16000000,5.306,,TRUE
Your Highness,35,33,08/04/2011,5.3,1030,49900000,7.42,,FALSE
Maria Full of Grace,18,2291,18/01/2004,7.3,283,3000000,2.584,,TRUE
In the Land of Blood and Honey,18,7263,22/12/2011,5.8,121,10000000,0.6,,FALSE
The New World,18,22255,25/12/2005,6.6,877,30000000,10.262,,TRUE
Elizabeth,18,1382,13/09/1998,7.2,1072,30000000,9.875,,TRUE
The Beach Bum,35,10039,21/03/2019,5.6,328,5000000,11.322,,FALSE
Maximum Risk,28,5,13/09/1996,5.6,335,25000000,17.56,,TRUE
The Black Hole,12,3166,18/12/1979,5.8,311,20000000,1.575,,TRUE
How to Get Over a Breakup,35,14299,31/05/2018,6.8,212,500000,1.4,,FALSE
Quills,18,75937,22/11/2000,7.2,470,13500000,9.915,,FALSE
Beyond Re-Animator,35,7956,04/04/2003,5.5,192,3000000,2.34,,FALSE
eXistenZ,28,7405,14/04/1999,6.9,1387,15000000,12.007,,FALSE
Under Suspicion,53,7799,24/09/2000,6.2,326,25000000,8.343,,FALSE
Nebraska,18,838,21/09/2013,7.4,1396,12000000,9.971,,TRUE
The Day the Earth Stood Still,18,25,28/09/1951,7.5,770,995000,1.457,,TRUE
The King of Comedy,18,10214,18/12/1982,7.8,1596,20000000,7.459,,FALSE
Basic,28,763,18/04/2003,6.5,763,50000000,8.033,,FALSE
W.E.,18,57740,01/09/2011,6.1,154,15000000,6.498,,FALSE
Space Cowboys,28,76068,04/08/2000,6.4,1014,65000000,21.283,,TRUE
Tidal Wave,28,5716,06/06/2009,6.7,257,16000000,3.751,,TRUE
Smokey and the Bandit,28,33,26/05/1977,6.9,503,4300000,4.392,,TRUE
Flypaper,9648,11565,19/08/2011,6.4,594,5000000,9.062,,FALSE
Red Planet,53,53997,10/11/2000,5.6,744,80000000,8.113,,FALSE
Conviction,18,5986,11/09/2010,7.1,462,12500000,9.224,,FALSE
Demolition,35,737,06/04/2016,6.7,1607,10000000,14.076,,FALSE
Tunnel,53,3491,10/08/2016,7.3,392,1000000,2.346,,FALSE
The Innkeepers,27,4592,18/08/2011,5.4,474,750000,8.395,,FALSE
El Angel,80,49,09/08/2018,7.5,430,3000000,2.188,,TRUE
Monster High: New Ghoul at School,10751,64471,31/10/2010,6.5,32,460000,2.785,,FALSE
Dracula,27,1314,22/05/1958,7.3,394,104880,3.934,,TRUE
Setup,28,3604,17/10/2011,5,329,20000000,4.44,,FALSE
Center Stage,18,5,12/05/2000,7,269,29000000,12.343,,FALSE
Changing Lanes,80,4,07/04/2002,6.1,757,45000000,7.925,,TRUE
Da 5 Bloods,10752,4319,12/06/2020,6.6,803,45000000,4.154,,FALSE
Once,18,11571,23/03/2007,7.4,996,160000,0.84,,TRUE
Back in Time,99,72184,20/10/2015,6.5,248,190000,5.158,,FALSE
48 Hrs.,53,4,07/12/1982,6.7,1056,12000000,7.046,,TRUE
Brazil,35,10214,20/02/1985,7.7,2526,15000000,7.832,,FALSE
GirlHouse,27,3160,16/10/2014,6,221,3150000,3.85,,FALSE
The Stepfather,27,3287,16/10/2009,5.8,627,20000000,5.094,,TRUE
Tomcats,35,497,30/03/2001,5.1,189,11000000,5.687,,TRUE
A Room with a View,18,11494,13/12/1985,7,531,3000000,6.509,,TRUE
West Side Story,80,60,13/12/1961,7.3,1335,6000000,4.254,,TRUE
Beverly Hills Cop III,28,4,24/05/1994,5.9,1297,50000000,6.975,,TRUE
Tesla,18,48738,14/08/2020,6,169,5000000,9.851,,FALSE
Re-Animator,878,1212,18/10/1985,7.1,915,900000,2.34,,TRUE
Serving Sara,35,4,23/08/2002,5.3,229,29000000,4.071,,FALSE
Speed Kills,80,24513,16/11/2018,5.5,86,15000000,8.033,,FALSE
Surviving Christmas,35,7161,21/09/2004,5.6,394,45000000,7.925,,FALSE
Virtuosity,28,4,04/08/1995,5.4,395,30000000,15.757,,FALSE
Drive Me Crazy,18,81132,01/10/1999,6.4,249,8000000,6.423,,TRUE
Repo! The Genetic Opera,27,2061,18/07/2008,6.4,245,8500000,4.687,,FALSE
Angel Eyes,18,10210,15/05/2001,6.1,310,53000000,4.917,,FALSE
The Grapes of Wrath,18,25,15/03/1940,7.9,670,800000,7.126,,TRUE
Why Hide?,35,102827,30/03/2018,5.7,15,314701,2.085,,FALSE
Blood Work,80,171,04/08/2002,6.1,569,50000000,21.283,,FALSE
The Chaser,80,11589,14/02/2008,7.8,843,120456666,3.822,,FALSE
Scanners,878,4952,14/01/1981,6.8,816,4100000,2.695,,TRUE
Persepolis,16,84593,27/06/2007,7.9,1459,7300000,1.538,,FALSE
Heavenly Creatures,18,14,12/09/1994,7,669,5000000,13.341,,FALSE
Dead in Tombstone,37,98124,01/10/2013,5.1,137,5200000,5.444,,FALSE
Tess,18,82,06/10/1979,7,224,12000000,9.694,,TRUE
The Painted Bird,10752,73634,12/09/2019,7.2,69,7838798,0.73,,FALSE
Detective Dee and the Mystery of the Phantom Flame,28,3393,18/09/2010,6.6,272,13000000,11.388,,TRUE
Satantango,18,5132,08/02/1994,8.3,170,1500000,0.6,,FALSE
Happy Together,18,540,30/05/1997,7.6,377,125000,24.692,,FALSE
The Pagemaster,10751,25,23/11/1994,6.4,598,27000000,9.289,,FALSE
Dave,35,5739,07/05/1993,6.6,549,28000000,5.426,,TRUE
Red Cliff Part II,28,3491,07/01/2009,7.4,324,80000000,24.692,,TRUE
Marvin's Room,18,11391,18/12/1996,6.7,470,23000000,5.308,,FALSE
The Illusionist,16,3659,16/02/2010,7.3,431,18000000,0.701,,FALSE
A Midsummer Night's Dream,14,20555,14/05/1999,6.5,276,11000000,2.901,,TRUE
Reign Over Me,18,5,22/03/2007,7.2,808,20000000,7.896,,TRUE
The Cider House Rules,18,14,17/12/1999,7,855,24000000,11.674,,TRUE
The Myth,28,83323,11/05/2005,6.3,255,15000000,44.932,,FALSE
Death Sentence,28,444,31/08/2007,6.6,802,20000000,4.42,,FALSE
Sideways,35,43,22/10/2004,7,1206,16000000,5.823,,TRUE
The Meddler,35,10039,05/04/2016,5.9,272,3200000,6.821,,TRUE
The Kids Are All Right,35,10146,09/07/2010,6.6,1164,3500000,16.268,,TRUE
Monsters of Man,878,145307,19/11/2020,6.7,195,1900000,13.413,,FALSE
Beauty Shop,35,21,01/06/2005,6.1,373,25000000,4.373,,TRUE
A Perfect Ending,18,37330,01/06/2012,6.4,85,175000,3.953,,FALSE
Steamboat Willie,16,3166,18/11/1928,7.3,345,4986,2.311,,FALSE
Cadillac Records,18,21435,05/12/2008,7.2,316,12000000,16.898,,FALSE
Meatballs,35,4952,28/06/1979,5.9,206,1207520,15.162,,FALSE
The Killing Fields,18,500,02/11/1984,7.5,516,14400000,3.174,,TRUE
Fame,10402,60,23/09/2009,5.7,301,18000000,5.491,,TRUE
"It's a Mad, Mad, Mad, Mad World",28,60,07/11/1963,7,391,9400000,2.318,,TRUE
Alien Hunter,878,2876,19/07/2003,5.2,95,7000000,14.201,,FALSE
But I'm a Cheerleader,35,4131,07/07/2000,7,393,1200000,4.202,,TRUE
Rendition,18,10039,07/09/2007,6.5,513,27500000,14.076,,FALSE
The Dark Kingdom,14,112579,26/11/2018,4.3,14,126580,1.26,,FALSE
Torrente 3: The Protector,35,122144,30/09/2005,5.4,114,5473145,1.467,,TRUE
Abandon,18,9195,14/10/2002,4.7,124,25000000,3.767,,FALSE
Blood Simple,80,13949,07/09/1984,7.4,953,1500000,1.945,,TRUE
Out of Time,53,966,03/10/2003,6.3,848,50000000,15.757,,TRUE
Mommy,18,806,22/05/2014,8.3,2186,4900000,1.691,,FALSE
The Fury,27,4988,10/03/1978,6.3,231,5500000,3.277,,TRUE
Bait,28,10950,05/09/2012,5.7,597,30000000,1.879,,TRUE
From Prada to Nada,35,1575,28/01/2011,5.4,274,93,8.094,,TRUE
Ransom,28,9195,08/11/1996,6.7,1351,80000000,12.025,,TRUE
Trust,80,65129,10/09/2010,6.6,751,9500000,9.438,,FALSE
Walk Hard: The Dewey Cox Story,35,10105,21/12/2007,6.6,494,35000000,3.702,,FALSE
Godsend,18,57347,30/04/2004,4.9,359,25000000,5.654,,TRUE
Stir of Echoes,27,2188,10/09/1999,6.7,892,12000000,4.42,,TRUE
God of War,28,92394,27/05/2017,5.7,49,25000000,6.109,,FALSE
Starship Troopers 3: Marauder,12,5388,19/07/2008,4.7,349,9000000,4.034,,FALSE
Day of the Dead,27,2483,03/07/1985,7,863,3500000,0.95,,TRUE
The Haunting Hour: Don't Think About It,14,7613,04/09/2007,6.3,97,3000000,8.698,,FALSE
The Burning Plain,18,49325,07/11/2008,6.6,316,20000000,17.316,,FALSE
A Very Long Engagement,18,975,26/10/2004,7.3,887,47000000,9.752,,FALSE
Compliance,18,12649,23/08/2012,6.4,495,270000,2.402,,TRUE
Highlander: The Source,28,2737,06/02/2007,4.1,129,13000000,2.797,,FALSE
This Is Where I Leave You,18,705,10/09/2014,6.6,1036,19800000,8.25,,TRUE
Goya's Ghosts,18,57206,08/11/2006,6.6,355,50000000,10.463,,FALSE
Fright Night 2: New Blood,27,77471,31/08/2013,4.9,199,8000000,1.166,,FALSE
The East,18,1645,31/05/2013,6.6,597,6500000,5.416,,FALSE
Mighty Joe Young,12,2,25/12/1998,6.2,633,90000000,5.257,,FALSE
Used Cars,35,5,11/07/1980,6.4,160,8000000,9.836,,TRUE
Knockaround Guys,80,2253,07/09/2001,5.9,247,15000000,7.384,,FALSE
The Good Shepherd,18,10210,11/12/2006,6.4,834,85000000,17.865,,TRUE
